,member
37481,1968
37482,263
37483,301
37484,263
37485,78
37486,285
37487,78
37488,301
37489,297
37490,297
37491,78
37492,311
37493,78
37494,78
37495,301
37496,266
37497,301
37498,301
37499,78
37500,78
37501,78
37502,78
37503,297
37504,301
37505,78
37506,18784
37507,297
37508,78
37509,301
37510,179
37511,297
37512,297
37513,301
37514,301
37515,301
37516,301
37517,301
37518,301
37519,16
37520,316
37521,297
37522,78
37523,317
37524,266
37525,78
37526,301
37527,16
37528,16
37529,16
37530,78
37531,297
37532,16
37533,78
37534,316
37535,263
37536,317
37537,78
37538,78
37539,16
37540,311
37541,292
37542,17
37543,16
37544,78
37545,78
37546,78
37547,292
37548,78
37549,78
37550,16
37551,16
37552,317
37553,317
37554,317
37555,78
37556,78
37557,16
37558,297
37559,16
37560,297
37561,317
37562,311
37563,316
37564,78
37565,317
37566,317
37567,16
37568,16
37569,78
37570,317
37571,unknown
37572,78
37573,297
37574,311
37575,78
37576,16
37577,266
37578,78
37579,16
37580,16
37581,78
37582,1968
37583,317
37584,316
37585,16
37586,16
37587,317
37588,78
37589,263
37590,317
37591,297
37592,317
37593,311
37594,317
37595,78
37596,317
37597,317
37598,316
37599,311
37600,317
37601,317
37602,317
37603,317
37604,78
37605,316
37606,16
37607,unknown
37608,78
37609,16
37610,78
37611,316
37612,316
37613,317
37614,unknown
37615,317
37616,16
37617,16
37618,317
37619,317
37620,317
37621,317
37622,5718
37623,78
37624,78
37625,316
37626,16
37627,unknown
37628,317
37629,311
37630,16
37631,16
37632,78
37633,137
37634,78
37635,78
37636,16
37637,16
37638,317
37639,297
37640,16
37641,317
37642,16
37643,317
37644,317
37645,16
37646,317
37647,16
37648,78
37649,297
37650,78
37651,316
37652,317
37653,317
37654,317
37655,317
37656,317
37657,317
37658,317
37659,317
37660,16
37661,4365
37662,266
37663,317
37664,266
37665,317
37666,78
37667,317
37668,317
37669,317
37670,317
37671,317
37672,78
37673,317
37674,297
37675,20
37676,16
37677,16
37678,301
37679,78
37680,78
37681,316
37682,297
37683,16
37684,137
37685,316
37686,316
37687,316
37688,316
37689,316
37690,316
37691,316
37692,316
37693,316
37694,316
37695,316
37696,316
37697,316
37698,316
37699,316
37700,316
37701,316
37702,316
37703,316
37704,316
37705,316
37706,316
37707,316
37708,316
37709,316
37710,316
37711,316
37712,316
37713,316
37714,316
37715,316
37716,316
37717,316
37718,316
37719,316
37720,316
37721,316
37722,316
37723,316
37724,316
37725,316
37726,316
37727,316
37728,316
37729,316
37730,316
37731,316
37732,316
37733,316
37734,316
37735,316
37736,316
37737,316
37738,316
37739,316
37740,316
37741,316
37742,316
37743,316
37744,316
37745,316
37746,316
37747,316
37748,316
37749,316
37750,316
37751,316
37752,316
37753,316
37754,316
37755,316
37756,316
37757,316
37758,316
37759,316
37760,78
37761,78
37762,78
37763,78
37764,846
37765,316
37766,316
37767,316
37768,316
37769,316
37770,316
37771,316
37772,316
37773,316
37774,316
37775,316
37776,316
37777,316
37778,316
37779,316
37780,316
37781,316
37782,316
37783,316
37784,316
37785,316
37786,316
37787,316
37788,316
37789,316
37790,316
37791,316
37792,316
37793,316
37794,316
37795,316
37796,316
37797,316
37798,316
37799,316
37800,316
37801,316
37802,316
37803,316
37804,316
37805,316
37806,316
37807,316
37808,316
37809,316
37810,316
37811,316
37812,316
37813,316
37814,316
37815,316
37816,316
37817,316
37818,316
37819,316
37820,316
37821,316
37822,316
37823,316
37824,316
37825,316
37826,316
37827,316
37828,316
37829,316
37830,316
37831,316
37832,316
37833,316
37834,316
37835,316
37836,316
37837,316
37838,316
37839,316
37840,297
37841,316
37842,292
37843,316
37844,297
37845,78
37846,263
37847,266
37848,78
37849,316
37850,266
37851,78
37852,16
37853,316
37854,78
37855,316
37856,317
37857,316
37858,266
37859,78
37860,78
37861,311
37862,316
37863,316
37864,316
37865,316
37866,316
37867,316
37868,316
37869,316
37870,316
37871,316
37872,316
37873,316
37874,316
37875,316
37876,316
37877,316
37878,316
37879,316
37880,316
37881,316
37882,316
37883,316
37884,316
37885,316
37886,316
37887,316
37888,316
37889,316
37890,316
37891,316
37892,316
37893,316
37894,316
37895,316
37896,316
37897,316
37898,316
37899,316
37900,316
37901,316
37902,316
37903,316
37904,316
37905,316
37906,316
37907,316
37908,316
37909,316
37910,316
37911,316
37912,316
37913,316
37914,316
37915,316
37916,316
37917,316
37918,316
37919,316
37920,316
37921,316
37922,316
37923,316
37924,316
37925,316
37926,316
37927,316
37928,316
37929,316
37930,316
37931,316
37932,316
37933,316
37934,316
37935,316
37936,316
37937,316
37938,316
37939,316
37940,316
37941,316
37942,316
37943,316
37944,316
37945,316
37946,316
37947,316
37948,316
37949,316
37950,316
37951,316
37952,316
37953,316
37954,316
37955,316
37956,78
37957,316
37958,316
37959,316
37960,78
37961,78
37962,78
37963,78
37964,78
37965,78
37966,78
37967,292
37968,292
37969,292
37970,292
37971,78
37972,78
37973,78
37974,78
37975,292
37976,292
37977,292
37978,316
37979,292
37980,316
37981,317
37982,317
37983,317
37984,317
37985,317
37986,317
37987,317
37988,292
37989,78
37990,292
37991,292
37992,292
37993,292
37994,292
37995,292
37996,292
37997,292
37998,292
37999,78
38000,317
38001,16
38002,297
38003,316
38004,292
38005,292
38006,311
38007,78
38008,292
38009,316
38010,317
38011,317
38012,317
38013,317
38014,317
38015,317
38016,292
38017,297
38018,317
38019,317
38020,78
38021,297
38022,317
38023,317
38024,317
38025,317
38026,297
38027,311
38028,292
38029,317
38030,317
38031,317
38032,317
38033,317
38034,311
38035,311
38036,311
38037,311
38038,311
38039,311
38040,311
38041,311
38042,311
38043,311
38044,311
38045,317
38046,316
38047,316
38048,316
38049,316
38050,316
38051,316
38052,316
38053,316
38054,316
38055,316
38056,316
38057,316
38058,316
38059,316
38060,316
38061,316
38062,316
38063,316
38064,316
38065,316
38066,316
38067,316
38068,316
38069,316
38070,316
38071,316
38072,316
38073,316
38074,316
38075,316
38076,316
38077,316
38078,316
38079,316
38080,316
38081,316
38082,316
38083,316
38084,316
38085,316
38086,316
38087,316
38088,316
38089,316
38090,316
38091,316
38092,316
38093,316
38094,316
38095,316
38096,316
38097,316
38098,316
38099,316
38100,316
38101,316
38102,316
38103,316
38104,316
38105,316
38106,316
38107,316
38108,316
38109,316
38110,316
38111,316
38112,316
38113,316
38114,316
38115,316
38116,316
38117,316
38118,316
38119,316
38120,316
38121,316
38122,316
38123,316
38124,316
38125,316
38126,316
38127,316
38128,316
38129,316
38130,316
38131,316
38132,316
38133,316
38134,316
38135,316
38136,316
38137,316
38138,316
38139,316
38140,316
38141,316
38142,316
38143,316
38144,316
38145,316
38146,316
38147,316
38148,316
38149,316
38150,316
38151,316
38152,316
38153,316
38154,316
38155,316
38156,316
38157,316
38158,316
38159,316
38160,316
38161,316
38162,316
38163,316
38164,316
38165,316
38166,316
38167,316
38168,316
38169,316
38170,316
38171,316
38172,316
38173,316
38174,316
38175,316
38176,316
38177,316
38178,316
38179,316
38180,316
38181,316
38182,316
38183,316
38184,316
38185,316
38186,316
38187,316
38188,316
38189,316
38190,316
38191,316
38192,316
38193,316
38194,316
38195,316
38196,316
38197,316
38198,316
38199,316
38200,316
38201,316
38202,316
38203,316
38204,316
38205,316
38206,316
38207,316
38208,316
38209,316
38210,316
38211,316
38212,316
38213,316
38214,316
38215,316
38216,316
38217,316
38218,317
38219,317
38220,317
38221,317
38222,317
38223,317
38224,317
38225,317
38226,317
38227,317
38228,317
38229,317
38230,317
38231,317
38232,317
38233,317
38234,317
38235,317
38236,317
38237,317
38238,317
38239,317
38240,317
38241,317
38242,317
38243,317
38244,317
38245,317
38246,317
38247,317
38248,317
38249,317
38250,317
38251,317
38252,317
38253,317
38254,317
38255,317
38256,317
38257,317
38258,317
38259,317
38260,317
38261,317
38262,317
38263,317
38264,317
38265,317
38266,317
38267,317
38268,317
38269,317
38270,317
38271,317
38272,317
38273,317
38274,317
38275,317
38276,317
38277,317
38278,317
38279,317
38280,317
38281,317
38282,317
38283,317
38284,317
38285,317
38286,317
38287,317
38288,317
38289,317
38290,317
38291,317
38292,317
38293,317
38294,317
38295,317
38296,317
38297,317
38298,317
38299,317
38300,317
38301,317
38302,317
38303,317
38304,317
38305,317
38306,317
38307,317
38308,317
38309,317
38310,317
38311,317
38312,317
38313,317
38314,317
38315,317
38316,317
38317,317
38318,317
38319,317
38320,317
38321,317
38322,317
38323,317
38324,317
38325,317
38326,317
38327,317
38328,317
38329,317
38330,317
38331,317
38332,317
38333,317
38334,317
38335,317
38336,317
38337,317
38338,317
38339,317
38340,317
38341,317
38342,317
38343,317
38344,317
38345,317
38346,317
38347,317
38348,317
38349,317
38350,317
38351,317
38352,317
38353,317
38354,317
38355,317
38356,317
38357,317
38358,317
38359,317
38360,317
38361,317
38362,317
38363,317
38364,317
38365,317
38366,317
38367,317
38368,317
38369,317
38370,317
38371,317
38372,317
38373,317
38374,317
38375,317
38376,317
38377,317
38378,317
38379,317
38380,317
38381,317
38382,317
38383,317
38384,317
38385,317
38386,317
38387,317
38388,317
38389,317
38390,317
38391,317
38392,317
38393,317
38394,317
38395,317
38396,317
38397,317
38398,317
38399,317
38400,317
38401,317
38402,317
38403,317
38404,317
38405,317
38406,317
38407,317
38408,317
38409,317
38410,317
38411,317
38412,317
38413,317
38414,317
38415,317
38416,317
38417,317
38418,317
38419,317
38420,317
38421,317
38422,317
38423,317
38424,317
38425,317
38426,317
38427,317
38428,317
38429,317
38430,317
38431,317
38432,317
38433,317
38434,317
38435,317
38436,317
38437,317
38438,317
38439,317
38440,317
38441,317
38442,317
38443,317
38444,317
38445,317
38446,317
38447,317
38448,317
38449,317
38450,317
38451,317
38452,317
38453,317
38454,317
38455,317
38456,317
38457,317
38458,317
38459,317
38460,317
38461,317
38462,317
38463,317
38464,317
38465,317
38466,317
38467,317
38468,317
38469,317
38470,317
38471,317
38472,317
38473,317
38474,317
38475,317
38476,317
38477,317
38478,317
38479,317
38480,317
38481,317
38482,317
38483,317
38484,317
38485,317
38486,317
38487,317
38488,317
38489,317
38490,317
38491,317
38492,317
38493,317
38494,317
38495,317
38496,317
38497,317
38498,317
38499,317
38500,317
38501,317
38502,317
38503,317
38504,317
38505,317
38506,317
38507,317
38508,317
38509,317
38510,317
38511,317
38512,317
38513,317
38514,317
38515,317
38516,317
38517,317
38518,317
38519,317
38520,317
38521,317
38522,317
38523,317
38524,317
38525,317
38526,317
38527,317
38528,317
38529,317
38530,317
38531,317
38532,317
38533,317
38534,317
38535,317
38536,317
38537,317
38538,317
38539,317
38540,317
38541,317
38542,317
38543,317
38544,317
38545,317
38546,317
38547,317
38548,317
38549,317
38550,317
38551,317
38552,317
38553,317
38554,317
38555,317
38556,317
38557,317
38558,317
38559,317
38560,317
38561,317
38562,317
38563,317
38564,317
38565,317
38566,317
38567,317
38568,317
38569,317
38570,317
38571,317
38572,317
38573,317
38574,317
38575,317
38576,317
38577,317
38578,317
38579,317
38580,317
38581,317
38582,317
38583,317
38584,317
38585,317
38586,317
38587,317
38588,317
38589,317
38590,317
38591,317
38592,317
38593,317
38594,317
38595,317
38596,317
38597,317
38598,317
38599,317
38600,317
38601,317
38602,317
38603,317
38604,317
38605,317
38606,317
38607,317
38608,317
38609,317
38610,317
38611,317
38612,317
38613,317
38614,317
38615,317
38616,317
38617,317
38618,317
38619,317
38620,317
38621,317
38622,317
38623,317
38624,317
38625,317
38626,317
38627,317
38628,317
38629,317
38630,317
38631,317
38632,317
38633,317
38634,317
38635,317
38636,317
38637,317
38638,317
38639,317
38640,317
38641,317
38642,317
38643,317
38644,317
38645,317
38646,317
38647,317
38648,317
38649,317
38650,317
38651,317
38652,317
38653,317
38654,317
38655,317
38656,317
38657,317
38658,317
38659,317
38660,317
38661,317
38662,317
38663,317
38664,317
38665,317
38666,317
38667,317
38668,317
38669,317
38670,317
38671,317
38672,317
38673,317
38674,317
38675,317
38676,317
38677,317
38678,317
38679,317
38680,317
38681,317
38682,317
38683,317
38684,317
38685,317
38686,317
38687,317
38688,317
38689,317
38690,317
38691,317
38692,317
38693,317
38694,317
38695,317
38696,317
38697,317
38698,317
38699,317
38700,317
38701,317
38702,317
38703,317
38704,317
38705,317
38706,317
38707,317
38708,317
38709,317
38710,317
38711,317
38712,317
38713,317
38714,317
38715,317
38716,317
38717,317
38718,317
38719,317
38720,317
38721,317
38722,317
38723,317
38724,317
38725,317
38726,317
38727,317
38728,317
38729,317
38730,317
38731,317
38732,317
38733,317
38734,317
38735,317
38736,317
38737,317
38738,317
38739,317
38740,317
38741,317
38742,317
38743,317
38744,317
38745,317
38746,317
38747,317
38748,317
38749,317
38750,317
38751,317
38752,317
38753,317
38754,317
38755,317
38756,317
38757,317
38758,317
38759,317
38760,317
38761,317
38762,317
38763,317
38764,317
38765,317
38766,317
38767,317
38768,317
38769,317
38770,317
38771,317
38772,317
38773,317
38774,317
38775,317
38776,317
38777,317
38778,317
38779,317
38780,317
38781,317
38782,317
38783,317
38784,317
38785,317
38786,317
38787,317
38788,317
38789,317
38790,317
38791,317
38792,317
38793,317
38794,317
38795,317
38796,317
38797,317
38798,317
38799,317
38800,317
38801,317
38802,317
38803,317
38804,317
38805,317
38806,317
38807,317
38808,317
38809,317
38810,317
38811,317
38812,317
38813,317
38814,317
38815,317
38816,317
38817,317
38818,317
38819,317
38820,317
38821,317
38822,317
38823,317
38824,317
38825,317
38826,317
38827,317
38828,317
38829,317
38830,317
38831,317
38832,317
38833,317
38834,317
38835,317
38836,317
38837,317
38838,317
38839,317
38840,317
38841,317
38842,317
38843,317
38844,317
38845,317
38846,317
38847,317
38848,317
38849,317
38850,317
38851,317
38852,317
38853,317
38854,317
38855,317
38856,317
38857,317
38858,317
38859,317
38860,317
38861,317
38862,317
38863,317
38864,317
38865,317
38866,317
38867,317
38868,317
38869,317
38870,317
38871,317
38872,317
38873,317
38874,317
38875,317
38876,317
38877,317
38878,317
38879,317
38880,317
38881,317
38882,317
38883,317
38884,317
38885,317
38886,317
38887,317
38888,317
38889,317
38890,317
38891,317
38892,317
38893,317
38894,317
38895,317
38896,317
38897,317
38898,317
38899,317
38900,317
38901,317
38902,317
38903,317
38904,317
38905,317
38906,317
38907,317
38908,317
38909,317
38910,317
38911,317
38912,317
38913,317
38914,317
38915,317
38916,317
38917,317
38918,317
38919,317
38920,317
38921,317
38922,317
38923,317
38924,317
38925,317
38926,317
38927,317
38928,317
38929,317
38930,317
38931,317
38932,317
38933,317
38934,317
38935,317
38936,317
38937,317
38938,317
38939,317
38940,317
38941,317
38942,317
38943,317
38944,317
38945,317
38946,317
38947,317
38948,317
38949,317
38950,317
38951,317
38952,317
38953,317
38954,317
38955,317
38956,317
38957,317
38958,317
38959,317
38960,317
38961,317
38962,317
38963,317
38964,317
38965,317
38966,317
38967,317
38968,317
38969,317
38970,317
38971,317
38972,317
38973,317
38974,317
38975,317
38976,317
38977,317
38978,317
38979,317
38980,317
38981,317
38982,317
38983,317
38984,317
38985,317
38986,317
38987,317
38988,317
38989,317
38990,317
38991,317
38992,317
38993,317
38994,317
38995,317
38996,317
38997,317
38998,317
38999,317
39000,317
39001,317
39002,317
39003,317
39004,317
39005,317
39006,317
39007,317
39008,317
39009,317
39010,317
39011,317
39012,317
39013,317
39014,317
39015,317
39016,317
39017,317
39018,317
39019,317
39020,317
39021,317
39022,317
39023,317
39024,317
39025,317
39026,317
39027,317
39028,317
39029,317
39030,317
39031,317
39032,317
39033,317
39034,317
39035,317
39036,317
39037,317
39038,317
39039,317
39040,317
39041,317
39042,317
39043,317
39044,317
39045,317
39046,317
39047,317
39048,317
39049,317
39050,317
39051,317
39052,317
39053,317
39054,317
39055,317
39056,317
39057,317
39058,317
39059,317
39060,317
39061,317
39062,317
39063,317
39064,317
39065,317
39066,317
39067,317
39068,317
39069,317
39070,317
39071,317
39072,317
39073,317
39074,317
39075,317
39076,317
39077,317
39078,317
39079,317
39080,317
39081,317
39082,317
39083,317
39084,317
39085,317
39086,317
39087,317
39088,317
39089,317
39090,317
39091,317
39092,317
39093,317
39094,317
39095,317
39096,317
39097,317
39098,317
39099,317
39100,317
39101,317
39102,317
39103,317
39104,317
39105,317
39106,317
39107,317
39108,317
39109,317
39110,317
39111,317
39112,317
39113,317
39114,317
39115,317
39116,317
39117,317
39118,317
39119,317
39120,317
39121,317
39122,317
39123,317
39124,317
39125,317
39126,317
39127,317
39128,317
39129,317
39130,317
39131,317
39132,317
39133,317
39134,317
39135,317
39136,317
39137,317
39138,317
39139,317
39140,317
39141,317
39142,317
39143,317
39144,317
39145,317
39146,317
39147,317
39148,317
39149,317
39150,317
39151,317
39152,317
39153,317
39154,317
39155,317
39156,317
39157,317
39158,317
39159,317
39160,317
39161,317
39162,317
39163,317
39164,317
39165,317
39166,317
39167,317
39168,317
39169,317
39170,317
39171,317
39172,317
39173,317
39174,317
39175,317
39176,317
39177,317
39178,317
39179,317
39180,317
39181,317
39182,317
39183,317
39184,317
39185,317
39186,317
39187,317
39188,317
39189,317
39190,317
39191,317
39192,317
39193,317
39194,317
39195,317
39196,317
39197,317
39198,317
39199,317
39200,317
39201,317
39202,317
39203,317
39204,317
39205,317
39206,317
39207,317
39208,317
39209,317
39210,317
39211,317
39212,317
39213,317
39214,317
39215,317
39216,317
39217,317
39218,317
39219,317
39220,317
39221,317
39222,317
39223,317
39224,317
39225,317
39226,317
39227,317
39228,317
39229,317
39230,317
39231,317
39232,317
39233,317
39234,317
39235,317
39236,317
39237,317
39238,317
39239,317
39240,317
39241,317
39242,317
39243,317
39244,317
39245,317
39246,317
39247,317
39248,317
39249,317
39250,317
39251,317
39252,317
39253,317
39254,317
39255,317
39256,317
39257,317
39258,317
39259,317
39260,317
39261,317
39262,317
39263,317
39264,317
39265,317
39266,317
39267,317
39268,317
39269,317
39270,317
39271,317
39272,317
39273,317
39274,317
39275,317
39276,317
39277,317
39278,317
39279,317
39280,317
39281,317
39282,317
39283,317
39284,317
39285,317
39286,317
39287,317
39288,317
39289,317
39290,317
39291,317
39292,317
39293,317
39294,317
39295,317
39296,317
39297,317
39298,317
39299,317
39300,317
39301,317
39302,317
39303,317
39304,317
39305,317
39306,317
39307,317
39308,317
39309,317
39310,317
39311,317
39312,317
39313,317
39314,317
39315,317
39316,317
39317,317
39318,317
39319,317
39320,317
39321,317
39322,317
39323,317
39324,317
39325,317
39326,317
39327,317
39328,317
39329,317
39330,317
39331,317
39332,317
39333,317
39334,317
39335,317
39336,317
39337,317
39338,317
39339,317
39340,317
39341,317
39342,317
39343,317
39344,317
39345,317
39346,317
39347,317
39348,317
39349,317
39350,317
39351,317
39352,317
39353,317
39354,317
39355,317
39356,317
39357,317
39358,317
39359,317
39360,317
39361,317
39362,317
39363,317
39364,317
39365,317
39366,317
39367,317
39368,317
39369,317
39370,317
39371,317
39372,317
39373,317
39374,317
39375,317
39376,317
39377,317
39378,317
39379,317
39380,317
39381,317
39382,317
39383,317
39384,317
39385,317
39386,317
39387,317
39388,317
39389,317
39390,317
39391,317
39392,317
39393,317
39394,317
39395,317
39396,317
39397,317
39398,317
39399,317
39400,317
39401,317
39402,317
39403,317
39404,317
39405,317
39406,317
39407,317
39408,317
39409,317
39410,317
39411,317
39412,317
39413,317
39414,317
39415,317
39416,317
39417,317
39418,317
39419,317
39420,317
39421,317
39422,317
39423,317
39424,317
39425,317
39426,317
39427,317
39428,317
39429,20
39430,20
39431,1208
39432,20
39433,20
39434,20
39435,317
39436,20
39437,20
39438,20
39439,20
39440,20
39441,20
39442,20
39443,16
39444,16
39445,16
39446,16
39447,16
39448,16
39449,16
39450,16
39451,16
39452,16
39453,16
39454,16
39455,16
39456,16
39457,16
39458,16
39459,16
39460,16
39461,16
39462,16
39463,16
39464,16
39465,16
39466,16
39467,16
39468,16
39469,16
39470,16
39471,16
39472,16
39473,16
39474,16
39475,16
39476,16
39477,16
39478,16
39479,16
39480,16
39481,16
39482,16
39483,16
39484,16
39485,16
39486,16
39487,16
39488,16
39489,16
39490,16
39491,16
39492,16
39493,16
39494,16
39495,16
39496,16
39497,16
39498,16
39499,16
39500,16
39501,16
39502,16
39503,16
39504,16
39505,16
39506,16
39507,16
39508,16
39509,16
39510,16
39511,16
39512,16
39513,16
39514,16
39515,16
39516,16
39517,16
39518,16
39519,16
39520,16
39521,16
39522,16
39523,16
39524,16
39525,16
39526,16
39527,16
39528,16
39529,16
39530,16
39531,16
39532,16
39533,16
39534,16
39535,16
39536,16
39537,16
39538,317
39539,317
39540,317
39541,16
39542,16
39543,16
39544,16
39545,16
39546,16
39547,16
39548,16
39549,78
39550,78
39551,78
39552,78
39553,78
39554,78
39555,78
39556,78
39557,78
39558,78
39559,78
39560,78
39561,78
39562,78
39563,78
39564,78
39565,78
39566,78
39567,78
39568,78
39569,78
39570,78
39571,78
39572,78
39573,78
39574,78
39575,78
39576,78
39577,78
39578,78
39579,78
39580,78
39581,78
39582,78
39583,78
39584,78
39585,78
39586,78
39587,78
39588,78
39589,78
39590,78
39591,78
39592,78
39593,78
39594,78
39595,78
39596,78
39597,78
39598,78
39599,78
39600,78
39601,78
39602,78
39603,78
39604,78
39605,78
39606,78
39607,78
39608,78
39609,78
39610,78
39611,78
39612,78
39613,78
39614,78
39615,78
39616,78
39617,78
39618,78
39619,78
39620,78
39621,78
39622,78
39623,78
39624,78
39625,78
39626,78
39627,78
39628,78
39629,78
39630,78
39631,78
39632,78
39633,78
39634,78
39635,78
39636,78
39637,78
39638,78
39639,78
39640,78
39641,78
39642,78
39643,78
39644,78
39645,78
39646,78
39647,78
39648,78
39649,78
39650,78
39651,78
39652,78
39653,78
39654,78
39655,78
39656,78
39657,78
39658,78
39659,78
39660,78
39661,78
39662,78
39663,78
39664,78
39665,78
39666,78
39667,78
39668,78
39669,78
39670,78
39671,78
39672,78
39673,78
39674,78
39675,78
39676,78
39677,78
39678,78
39679,78
39680,78
39681,78
39682,78
39683,78
39684,78
39685,78
39686,78
39687,78
39688,78
39689,78
39690,78
39691,78
39692,78
39693,78
39694,78
39695,78
39696,78
39697,78
39698,78
39699,78
39700,78
39701,78
39702,78
39703,78
39704,78
39705,78
39706,78
39707,78
39708,78
39709,78
39710,78
39711,78
39712,78
39713,78
39714,78
39715,78
39716,78
39717,78
39718,78
39719,78
39720,78
39721,78
39722,78
39723,78
39724,78
39725,78
39726,78
39727,78
39728,78
39729,78
39730,78
39731,78
39732,78
39733,78
39734,78
39735,78
39736,78
39737,78
39738,78
39739,78
39740,78
39741,78
39742,78
39743,78
39744,78
39745,78
39746,78
39747,78
39748,78
39749,78
39750,78
39751,78
39752,78
39753,78
39754,78
39755,78
39756,78
39757,78
39758,78
39759,78
39760,78
39761,78
39762,78
39763,78
39764,78
39765,78
39766,78
39767,78
39768,78
39769,78
39770,78
39771,78
39772,78
39773,78
39774,78
39775,78
39776,78
39777,78
39778,78
39779,78
39780,78
39781,78
39782,78
39783,78
39784,78
39785,78
39786,78
39787,78
39788,78
39789,78
39790,78
39791,78
39792,78
39793,78
39794,78
39795,78
39796,78
39797,78
39798,78
39799,78
39800,78
39801,78
39802,78
39803,78
39804,78
39805,78
39806,78
39807,78
39808,78
39809,78
39810,78
39811,78
39812,78
39813,78
39814,78
39815,78
39816,78
39817,78
39818,78
39819,78
39820,78
39821,78
39822,78
39823,78
39824,78
39825,78
39826,78
39827,78
39828,78
39829,78
39830,78
39831,78
39832,78
39833,78
39834,78
39835,78
39836,78
39837,78
39838,78
39839,78
39840,78
39841,78
39842,78
39843,78
39844,78
39845,78
39846,78
39847,78
39848,78
39849,78
39850,78
39851,78
39852,78
39853,78
39854,78
39855,78
39856,78
39857,78
39858,78
39859,78
39860,78
39861,78
39862,78
39863,78
39864,78
39865,78
39866,78
39867,78
39868,78
39869,78
39870,78
39871,78
39872,78
39873,78
39874,78
39875,78
39876,78
39877,78
39878,78
39879,78
39880,78
39881,78
39882,78
39883,78
39884,78
39885,78
39886,78
39887,78
39888,78
39889,78
39890,78
39891,78
39892,78
39893,78
39894,78
39895,78
39896,78
39897,78
39898,78
39899,78
39900,78
39901,78
39902,78
39903,78
39904,78
39905,78
39906,78
39907,78
39908,78
39909,78
39910,78
39911,78
39912,78
39913,78
39914,78
39915,78
39916,78
39917,78
39918,78
39919,78
39920,78
39921,78
39922,78
39923,78
39924,78
39925,78
39926,78
39927,78
39928,78
39929,78
39930,78
39931,78
39932,78
39933,78
39934,78
39935,78
39936,78
39937,78
39938,78
39939,78
39940,78
39941,78
39942,78
39943,78
39944,78
39945,78
39946,78
39947,78
39948,78
39949,78
39950,78
39951,78
39952,78
39953,78
39954,78
39955,78
39956,78
39957,78
39958,78
39959,78
39960,78
39961,78
39962,78
39963,78
39964,78
39965,78
39966,78
39967,78
39968,78
39969,78
39970,78
39971,78
39972,78
39973,78
39974,78
39975,78
39976,78
39977,78
39978,78
39979,78
39980,78
39981,78
39982,78
39983,78
39984,78
39985,78
39986,78
39987,78
39988,78
39989,78
39990,78
39991,78
39992,78
39993,78
39994,78
39995,78
39996,78
39997,78
39998,78
39999,78
40000,78
40001,78
40002,78
40003,78
40004,78
40005,78
40006,78
40007,78
40008,78
40009,78
40010,78
40011,78
40012,78
40013,78
40014,78
40015,78
40016,78
40017,78
40018,78
40019,78
40020,78
40021,78
40022,78
40023,78
40024,78
40025,78
40026,78
40027,78
40028,78
40029,78
40030,78
40031,78
40032,78
40033,78
40034,78
40035,78
40036,78
40037,78
40038,78
40039,78
40040,78
40041,78
40042,78
40043,78
40044,78
40045,78
40046,78
40047,78
40048,78
40049,78
40050,78
40051,78
40052,78
40053,78
40054,78
40055,78
40056,78
40057,78
40058,78
40059,78
40060,78
40061,78
40062,78
40063,78
40064,78
40065,78
40066,78
40067,78
40068,78
40069,78
40070,78
40071,317
40072,78
40073,78
40074,78
40075,78
40076,78
40077,78
40078,78
40079,78
40080,78
40081,78
40082,78
40083,78
40084,78
40085,78
40086,78
40087,78
40088,78
40089,78
40090,78
40091,78
40092,78
40093,78
40094,78
40095,78
40096,78
40097,78
40098,78
40099,78
40100,78
40101,78
40102,78
40103,78
40104,78
40105,78
40106,78
40107,78
40108,78
40109,78
40110,78
40111,78
40112,78
40113,78
40114,78
40115,78
40116,78
40117,78
40118,78
40119,78
40120,78
40121,78
40122,78
40123,78
40124,78
40125,78
40126,78
40127,78
40128,78
40129,78
40130,78
40131,78
40132,78
40133,78
40134,78
40135,78
40136,78
40137,78
40138,78
40139,78
40140,78
40141,78
40142,78
40143,78
40144,78
40145,78
40146,78
40147,78
40148,78
40149,78
40150,78
40151,78
40152,78
40153,78
40154,78
40155,78
40156,78
40157,78
40158,78
40159,78
40160,78
40161,78
40162,78
40163,78
40164,78
40165,78
40166,78
40167,78
40168,78
40169,78
40170,78
40171,78
40172,78
40173,78
40174,78
40175,78
40176,78
40177,78
40178,78
40179,78
40180,78
40181,78
40182,78
40183,78
40184,78
40185,78
40186,78
40187,78
40188,78
40189,78
40190,78
40191,78
40192,78
40193,78
40194,78
40195,78
40196,78
40197,78
40198,78
40199,78
40200,78
40201,78
40202,78
40203,78
40204,78
40205,78
40206,78
40207,78
40208,78
40209,78
40210,78
40211,78
40212,78
40213,78
40214,78
40215,78
40216,78
40217,78
40218,78
40219,78
40220,78
40221,78
40222,78
40223,78
40224,78
40225,78
40226,78
40227,78
40228,78
40229,78
40230,78
40231,78
40232,78
40233,78
40234,78
40235,78
40236,78
40237,78
40238,78
40239,78
40240,78
40241,78
40242,78
40243,78
40244,78
40245,78
40246,78
40247,78
40248,78
40249,78
40250,78
40251,78
40252,78
40253,78
40254,78
40255,78
40256,78
40257,78
40258,78
40259,78
40260,78
40261,78
40262,78
40263,78
40264,78
40265,78
40266,78
40267,78
40268,78
40269,78
40270,78
40271,78
40272,78
40273,78
40274,78
40275,78
40276,78
